comments,duration,languages,name,ratings,tags,title,views
43,503,30,Tea Uglow: An Internet without screens might look like this,"[{'id': 10, 'name': 'Inspiring', 'count': 266}, {'id': 8, 'name': 'Informative', 'count': 245}, {'id': 25, 'name': 'OK', 'count': 115}, {'id': 1, 'name': 'Beautiful', 'count': 68}, {'id': 11, 'name': 'Longwinded', 'count': 45}, {'id': 21, 'name': 'Unconvincing', 'count': 89}, {'id': 22, 'name': 'Fascinating', 'count': 111}, {'id': 9, 'name': 'Ingenious', 'count': 83}, {'id': 24, 'name': 'Persuasive', 'count': 46}, {'id': 7, 'name': 'Funny', 'count': 61}, {'id': 2, 'name': 'Confusing', 'count': 26}, {'id': 26, 'name': 'Obnoxious', 'count': 17}, {'id': 23, 'name': 'Jaw-dropping', 'count': 16}, {'id': 3, 'name': 'Courageous', 'count': 4}]","['TEDx', 'design', 'future', 'happiness', 'humanity', 'invention', 'technology']",An Internet without screens might look like this,1613847
22,877,24,"Francesco Sauro: Deep under the Earth's surface, discovering beauty and science","[{'id': 22, 'name': 'Fascinating', 'count': 355}, {'id': 25, 'name': 'OK', 'count': 63}, {'id': 1, 'name': 'Beautiful', 'count': 253}, {'id': 8, 'name': 'Informative', 'count': 162}, {'id': 3, 'name': 'Courageous', 'count': 46}, {'id': 10, 'name': 'Inspiring', 'count': 68}, {'id': 11, 'name': 'Longwinded', 'count': 24}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 23, 'name': 'Jaw-dropping', 'count': 41}, {'id': 24, 'name': 'Persuasive', 'count': 19}, {'id': 2, 'name': 'Confusing', 'count': 12}, {'id': 7, 'name': 'Funny', 'count': 11}, {'id': 9, 'name': 'Ingenious', 'count': 19}, {'id': 21, 'name': 'Unconvincing', 'count': 9}]","['South America', 'adventure', 'beauty', 'biodiversity', 'ecology', 'environment', 'exploration', 'geology', 'glacier', 'photography', 'science', 'science and art']","Deep under the Earth's surface, discovering beauty and science",1418492
80,1015,20,Hilary Cottam: Social services are broken. How we can fix them,"[{'id': 10, 'name': 'Inspiring', 'count': 289}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 21, 'name': 'Unconvincing', 'count': 12}, {'id': 8, 'name': 'Informative', 'count': 185}, {'id': 24, 'name': 'Persuasive', 'count': 131}, {'id': 1, 'name': 'Beautiful', 'count': 30}, {'id': 11, 'name': 'Longwinded', 'count': 16}, {'id': 7, 'name': 'Funny', 'count': 8}, {'id': 25, 'name': 'OK', 'count': 11}, {'id': 9, 'name': 'Ingenious', 'count': 38}, {'id': 23, 'name': 'Jaw-dropping', 'count': 14}, {'id': 22, 'name': 'Fascinating', 'count': 29}, {'id': 3, 'name': 'Courageous', 'count': 43}, {'id': 26, 'name': 'Obnoxious', 'count': 1}]","['big problems', 'community', 'social change']",Social services are broken. How we can fix them,684300
57,588,35,Cesar Harada: How I teach kids to love science,"[{'id': 8, 'name': 'Informative', 'count': 217}, {'id': 22, 'name': 'Fascinating', 'count': 175}, {'id': 24, 'name': 'Persuasive', 'count': 81}, {'id': 3, 'name': 'Courageous', 'count': 64}, {'id': 10, 'name': 'Inspiring', 'count': 421}, {'id': 9, 'name': 'Ingenious', 'count': 116}, {'id': 7, 'name': 'Funny', 'count': 36}, {'id': 1, 'name': 'Beautiful', 'count': 73}, {'id': 25, 'name': 'OK', 'count': 44}, {'id': 23, 'name': 'Jaw-dropping', 'count': 22}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 21, 'name': 'Unconvincing', 'count': 9}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]","['TED Fellows', 'collaboration', 'design', 'education', 'environment', 'global issues', 'green', 'innovation', 'invention', 'oceans', 'water']",How I teach kids to love science,1625784
37,917,28,Christine Sun Kim: The enchanting music of sign language,"[{'id': 1, 'name': 'Beautiful', 'count': 383}, {'id': 10, 'name': 'Inspiring', 'count': 344}, {'id': 7, 'name': 'Funny', 'count': 84}, {'id': 25, 'name': 'OK', 'count': 17}, {'id': 8, 'name': 'Informative', 'count': 183}, {'id': 22, 'name': 'Fascinating', 'count': 207}, {'id': 3, 'name': 'Courageous', 'count': 69}, {'id': 24, 'name': 'Persuasive', 'count': 28}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 9, 'name': 'Ingenious', 'count': 37}, {'id': 23, 'name': 'Jaw-dropping', 'count': 21}, {'id': 11, 'name': 'Longwinded', 'count': 6}, {'id': 21, 'name': 'Unconvincing', 'count': 0}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]","['TED Fellows', 'art', 'communication', 'composing', 'language', 'music', 'sound']",The enchanting music of sign language,1242903
30,776,23,Mathias Jud: Art that lets you talk back to NSA spies,"[{'id': 7, 'name': 'Funny', 'count': 62}, {'id': 9, 'name': 'Ingenious', 'count': 61}, {'id': 8, 'name': 'Informative', 'count': 100}, {'id': 3, 'name': 'Courageous', 'count': 84}, {'id': 10, 'name': 'Inspiring', 'count': 114}, {'id': 22, 'name': 'Fascinating', 'count': 42}, {'id': 1, 'name': 'Beautiful', 'count': 15}, {'id': 24, 'name': 'Persuasive', 'count': 28}, {'id': 26, 'name': 'Obnoxious', 'count': 10}, {'id': 2, 'name': 'Confusing', 'count': 12}, {'id': 11, 'name': 'Longwinded', 'count': 12}, {'id': 23, 'name': 'Jaw-dropping', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 16}, {'id': 25, 'name': 'OK', 'count': 35}]","['Europe', 'Internet', 'Surveillance', 'art', 'communication', 'democracy', 'government', 'intelligence', 'politics', 'security', 'technology', 'telecom']",Art that lets you talk back to NSA spies,958480
129,740,38,Daniel Levitin: How to stay calm when you know you'll be stressed,"[{'id': 1, 'name': 'Beautiful', 'count': 341}, {'id': 11, 'name': 'Longwinded', 'count': 100}, {'id': 25, 'name': 'OK', 'count': 479}, {'id': 8, 'name': 'Informative', 'count': 1175}, {'id': 24, 'name': 'Persuasive', 'count': 359}, {'id': 22, 'name': 'Fascinating', 'count': 290}, {'id': 10, 'name': 'Inspiring', 'count': 365}, {'id': 21, 'name': 'Unconvincing', 'count': 194}, {'id': 7, 'name': 'Funny', 'count': 115}, {'id': 26, 'name': 'Obnoxious', 'count': 34}, {'id': 9, 'name': 'Ingenious', 'count': 109}, {'id': 2, 'name': 'Confusing', 'count': 76}, {'id': 3, 'name': 'Courageous', 'count': 64}, {'id': 23, 'name': 'Jaw-dropping', 'count': 40}]","['brain', 'cognitive science', 'health', 'medicine', 'memory', 'mental health', 'neuroscience']",How to stay calm when you know you'll be stressed,9163813
32,579,27,Nancy Lublin: How data from a crisis text line is saving lives,"[{'id': 1, 'name': 'Beautiful', 'count': 188}, {'id': 7, 'name': 'Funny', 'count': 41}, {'id': 10, 'name': 'Inspiring', 'count': 411}, {'id': 22, 'name': 'Fascinating', 'count': 88}, {'id': 26, 'name': 'Obnoxious', 'count': 15}, {'id': 3, 'name': 'Courageous', 'count': 122}, {'id': 8, 'name': 'Informative', 'count': 153}, {'id': 9, 'name': 'Ingenious', 'count': 71}, {'id': 23, 'name': 'Jaw-dropping', 'count': 62}, {'id': 24, 'name': 'Persuasive', 'count': 40}, {'id': 25, 'name': 'OK', 'count': 24}, {'id': 21, 'name': 'Unconvincing', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 0}, {'id': 11, 'name': 'Longwinded', 'count': 0}]","['activism', 'big problems', 'communication', 'data', 'pain', 'policy', 'society', 'technology', 'youth']",How data from a crisis text line is saving lives,780116
70,1155,31,Melissa Fleming: A boat carrying 500 refugees sunk at sea. The story of two survivors,"[{'id': 1, 'name': 'Beautiful', 'count': 377}, {'id': 21, 'name': 'Unconvincing', 'count': 20}, {'id': 24, 'name': 'Persuasive', 'count': 166}, {'id': 8, 'name': 'Informative', 'count': 160}, {'id': 10, 'name': 'Inspiring', 'count': 481}, {'id': 3, 'name': 'Courageous', 'count': 220}, {'id': 25, 'name': 'OK', 'count': 28}, {'id': 26, 'name': 'Obnoxious', 'count': 13}, {'id': 11, 'name': 'Longwinded', 'count': 17}, {'id': 22, 'name': 'Fascinating', 'count': 64}, {'id': 23, 'name': 'Jaw-dropping', 'count': 67}, {'id': 7, 'name': 'Funny', 'count': 19}, {'id': 9, 'name': 'Ingenious', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 10}]","['Middle East', 'Syria', 'TEDx', 'global issues', 'government', 'humanity', 'immigration', 'policy', 'poverty', 'social change', 'society', 'trafficking', 'war']",A boat carrying 500 refugees sunk at sea. The story of two survivors,1502400
56,692,28,Patrícia Medici: The coolest animal you know nothing about ... and how we can save it,"[{'id': 3, 'name': 'Courageous', 'count': 128}, {'id': 10, 'name': 'Inspiring', 'count': 248}, {'id': 22, 'name': 'Fascinating', 'count': 154}, {'id': 8, 'name': 'Informative', 'count': 239}, {'id': 11, 'name': 'Longwinded', 'count': 11}, {'id': 25, 'name': 'OK', 'count': 59}, {'id': 1, 'name': 'Beautiful', 'count': 171}, {'id': 21, 'name': 'Unconvincing', 'count': 961}, {'id': 24, 'name': 'Persuasive', 'count': 93}, {'id': 23, 'name': 'Jaw-dropping', 'count': 8}, {'id': 7, 'name': 'Funny', 'count': 23}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 9, 'name': 'Ingenious', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 10}]","['Brazil', 'TED Fellows', 'animals', 'biodiversity', 'biology', 'environment']",The coolest animal you know nothing about ... and how we can save it,1296514
102,444,33,Harald Haas: Forget Wi-Fi. Meet the new Li-Fi Internet,"[{'id': 8, 'name': 'Informative', 'count': 557}, {'id': 10, 'name': 'Inspiring', 'count': 275}, {'id': 23, 'name': 'Jaw-dropping', 'count': 182}, {'id': 9, 'name': 'Ingenious', 'count': 323}, {'id': 22, 'name': 'Fascinating', 'count': 369}, {'id': 2, 'name': 'Confusing', 'count': 11}, {'id': 1, 'name': 'Beautiful', 'count': 39}, {'id': 24, 'name': 'Persuasive', 'count': 35}, {'id': 11, 'name': 'Longwinded', 'count': 4}, {'id': 21, 'name': 'Unconvincing', 'count': 42}, {'id': 25, 'name': 'OK', 'count': 66}, {'id': 26, 'name': 'Obnoxious', 'count': 9}, {'id': 3, 'name': 'Courageous', 'count': 13}, {'id': 7, 'name': 'Funny', 'count': 13}]","['Internet', 'communication', 'demo', 'design', 'infrastructure', 'innovation', 'invention', 'solar energy', 'web']",Forget Wi-Fi. Meet the new Li-Fi Internet,1879260
44,691,35,Kaki King: A musical escape into a world of light and color,"[{'id': 10, 'name': 'Inspiring', 'count': 143}, {'id': 22, 'name': 'Fascinating', 'count': 147}, {'id': 1, 'name': 'Beautiful', 'count': 317}, {'id': 9, 'name': 'Ingenious', 'count': 64}, {'id': 25, 'name': 'OK', 'count': 81}, {'id': 26, 'name': 'Obnoxious', 'count': 13}, {'id': 23, 'name': 'Jaw-dropping', 'count': 44}, {'id': 21, 'name': 'Unconvincing', 'count': 36}, {'id': 11, 'name': 'Longwinded', 'count': 16}, {'id': 3, 'name': 'Courageous', 'count': 3}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 8, 'name': 'Informative', 'count': 9}, {'id': 7, 'name': 'Funny', 'count': 16}, {'id': 24, 'name': 'Persuasive', 'count': 3}]","['art', 'creativity', 'guitar', 'innovation', 'live music', 'music', 'performance']",A musical escape into a world of light and color,1365169
50,710,23,Jenni Chang and Lisa Dazols: This is what LGBT life is like around the world,"[{'id': 8, 'name': 'Informative', 'count': 180}, {'id': 10, 'name': 'Inspiring', 'count': 277}, {'id': 1, 'name': 'Beautiful', 'count': 255}, {'id': 3, 'name': 'Courageous', 'count': 199}, {'id': 21, 'name': 'Unconvincing', 'count': 29}, {'id': 25, 'name': 'OK', 'count': 42}, {'id': 26, 'name': 'Obnoxious', 'count': 12}, {'id': 22, 'name': 'Fascinating', 'count': 36}, {'id': 24, 'name': 'Persuasive', 'count': 20}, {'id': 7, 'name': 'Funny', 'count': 24}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 9, 'name': 'Ingenious', 'count': 8}, {'id': 23, 'name': 'Jaw-dropping', 'count': 8}]","['Gender equality', 'LGBT', 'film', 'global issues', 'love', 'relationships', 'social change', 'society', 'travel']",This is what LGBT life is like around the world,1609136
57,558,33,Andreas Ekström: The moral bias behind your search results,"[{'id': 3, 'name': 'Courageous', 'count': 92}, {'id': 8, 'name': 'Informative', 'count': 463}, {'id': 10, 'name': 'Inspiring', 'count': 144}, {'id': 22, 'name': 'Fascinating', 'count': 147}, {'id': 24, 'name': 'Persuasive', 'count': 187}, {'id': 23, 'name': 'Jaw-dropping', 'count': 41}, {'id': 25, 'name': 'OK', 'count': 46}, {'id': 7, 'name': 'Funny', 'count': 13}, {'id': 9, 'name': 'Ingenious', 'count': 51}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 21, 'name': 'Unconvincing', 'count': 20}, {'id': 26, 'name': 'Obnoxious', 'count': 20}, {'id': 1, 'name': 'Beautiful', 'count': 19}, {'id': 11, 'name': 'Longwinded', 'count': 13}]","['Google', 'Internet', 'TEDx', 'algorithm', 'communication', 'computers', 'decision-making', 'society', 'software', 'technology', 'web']",The moral bias behind your search results,1396735
303,756,22,Chelsea Shields: How I'm working for change inside my church,"[{'id': 11, 'name': 'Longwinded', 'count': 42}, {'id': 21, 'name': 'Unconvincing', 'count': 134}, {'id': 26, 'name': 'Obnoxious', 'count': 60}, {'id': 1, 'name': 'Beautiful', 'count': 116}, {'id': 3, 'name': 'Courageous', 'count': 228}, {'id': 10, 'name': 'Inspiring', 'count': 232}, {'id': 23, 'name': 'Jaw-dropping', 'count': 22}, {'id': 8, 'name': 'Informative', 'count': 141}, {'id': 22, 'name': 'Fascinating', 'count': 50}, {'id': 24, 'name': 'Persuasive', 'count': 101}, {'id': 25, 'name': 'OK', 'count': 50}, {'id': 2, 'name': 'Confusing', 'count': 43}, {'id': 7, 'name': 'Funny', 'count': 7}, {'id': 9, 'name': 'Ingenious', 'count': 21}]","['God', 'TED Fellows', 'activism', 'community', 'faith', 'feminism', 'identity', 'inequality', 'personal growth', 'religion', 'society', 'women']",How I'm working for change inside my church,1452861
46,930,20,Jean-Paul Mari: The chilling aftershock of a brush with death,"[{'id': 3, 'name': 'Courageous', 'count': 164}, {'id': 10, 'name': 'Inspiring', 'count': 135}, {'id': 22, 'name': 'Fascinating', 'count': 86}, {'id': 24, 'name': 'Persuasive', 'count': 49}, {'id': 8, 'name': 'Informative', 'count': 114}, {'id': 23, 'name': 'Jaw-dropping', 'count': 25}, {'id': 2, 'name': 'Confusing', 'count': 11}, {'id': 26, 'name': 'Obnoxious', 'count': 6}, {'id': 11, 'name': 'Longwinded', 'count': 20}, {'id': 21, 'name': 'Unconvincing', 'count': 19}, {'id': 25, 'name': 'OK', 'count': 17}, {'id': 1, 'name': 'Beautiful', 'count': 30}, {'id': 7, 'name': 'Funny', 'count': 5}, {'id': 9, 'name': 'Ingenious', 'count': 3}]","['PTSD', 'TEDx', 'death', 'global issues', 'iraq', 'military', 'mind', 'pain', 'psychology', 'violence', 'war']",The chilling aftershock of a brush with death,762041
75,711,20,Josh Luber: Why sneakers are a great investment,"[{'id': 7, 'name': 'Funny', 'count': 221}, {'id': 8, 'name': 'Informative', 'count': 394}, {'id': 22, 'name': 'Fascinating', 'count': 319}, {'id': 9, 'name': 'Ingenious', 'count': 96}, {'id': 1, 'name': 'Beautiful', 'count': 21}, {'id': 21, 'name': 'Unconvincing', 'count': 31}, {'id': 26, 'name': 'Obnoxious', 'count': 31}, {'id': 23, 'name': 'Jaw-dropping', 'count': 62}, {'id': 25, 'name': 'OK', 'count': 45}, {'id': 24, 'name': 'Persuasive', 'count': 50}, {'id': 10, 'name': 'Inspiring', 'count': 54}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 11, 'name': 'Longwinded', 'count': 15}, {'id': 3, 'name': 'Courageous', 'count': 13}]","['Brand', 'advertising', 'data', 'economics', 'fashion', 'investment', 'marketing', 'shopping']",Why sneakers are a great investment,1799799
49,567,28,Nonny de la Peña: The future of news? Virtual reality,"[{'id': 8, 'name': 'Informative', 'count': 169}, {'id': 9, 'name': 'Ingenious', 'count': 58}, {'id': 23, 'name': 'Jaw-dropping', 'count': 30}, {'id': 22, 'name': 'Fascinating', 'count': 81}, {'id': 24, 'name': 'Persuasive', 'count': 60}, {'id': 21, 'name': 'Unconvincing', 'count': 38}, {'id': 3, 'name': 'Courageous', 'count': 28}, {'id': 10, 'name': 'Inspiring', 'count': 83}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 25, 'name': 'OK', 'count': 48}, {'id': 1, 'name': 'Beautiful', 'count': 27}, {'id': 11, 'name': 'Longwinded', 'count': 6}, {'id': 26, 'name': 'Obnoxious', 'count': 8}, {'id': 7, 'name': 'Funny', 'count': 3}]","['future', 'innovation', 'invention', 'journalism', 'media', 'news', 'storytelling', 'virtual reality', 'visualizations']",The future of news? Virtual reality,1202223
65,1275,22,Anote Tong: My country will be underwater soon -- unless we work together,"[{'id': 26, 'name': 'Obnoxious', 'count': 11}, {'id': 3, 'name': 'Courageous', 'count': 59}, {'id': 7, 'name': 'Funny', 'count': 8}, {'id': 24, 'name': 'Persuasive', 'count': 75}, {'id': 8, 'name': 'Informative', 'count': 115}, {'id': 10, 'name': 'Inspiring', 'count': 65}, {'id': 23, 'name': 'Jaw-dropping', 'count': 8}, {'id': 11, 'name': 'Longwinded', 'count': 12}, {'id': 25, 'name': 'OK', 'count': 32}, {'id': 1, 'name': 'Beautiful', 'count': 14}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 22, 'name': 'Fascinating', 'count': 24}, {'id': 21, 'name': 'Unconvincing', 'count': 10}, {'id': 9, 'name': 'Ingenious', 'count': 3}]","['big problems', 'climate change', 'environment', 'fish', 'future', 'global issues', 'humanity', 'mission blue', 'natural disaster', 'oceans', 'policy', 'pollution', 'science', 'social change']",My country will be underwater soon -- unless we work together,1054718
149,1166,33,Carl Safina: What are animals thinking and feeling?,"[{'id': 1, 'name': 'Beautiful', 'count': 889}, {'id': 8, 'name': 'Informative', 'count': 596}, {'id': 24, 'name': 'Persuasive', 'count': 515}, {'id': 7, 'name': 'Funny', 'count': 43}, {'id': 22, 'name': 'Fascinating', 'count': 537}, {'id': 26, 'name': 'Obnoxious', 'count': 18}, {'id': 10, 'name': 'Inspiring', 'count': 744}, {'id': 9, 'name': 'Ingenious', 'count': 36}, {'id': 3, 'name': 'Courageous', 'count': 110}, {'id': 21, 'name': 'Unconvincing', 'count': 26}, {'id': 23, 'name': 'Jaw-dropping', 'count': 95}, {'id': 25, 'name': 'OK', 'count': 56}, {'id': 11, 'name': 'Longwinded', 'count': 23}, {'id': 2, 'name': 'Confusing', 'count': 24}]","['animals', 'biodiversity', 'biology', 'birds', 'brain', 'cognitive science', 'consciousness', 'conservation', 'empathy', 'environment', 'evolution', 'fish', 'life', 'love', 'mental health', 'mind', 'mission blue', 'monkeys', 'neuroscience', 'oceans', 'science']",What are animals thinking and feeling?,1976994
81,725,31,Genevieve von Petzinger: Why are these 32 symbols found in ancient caves all over Europe?,"[{'id': 1, 'name': 'Beautiful', 'count': 189}, {'id': 11, 'name': 'Longwinded', 'count': 63}, {'id': 25, 'name': 'OK', 'count': 158}, {'id': 8, 'name': 'Informative', 'count': 461}, {'id': 22, 'name': 'Fascinating', 'count': 435}, {'id': 24, 'name': 'Persuasive', 'count': 66}, {'id': 9, 'name': 'Ingenious', 'count': 50}, {'id': 10, 'name': 'Inspiring', 'count': 111}, {'id': 2, 'name': 'Confusing', 'count': 28}, {'id': 21, 'name': 'Unconvincing', 'count': 28}, {'id': 26, 'name': 'Obnoxious', 'count': 17}, {'id': 23, 'name': 'Jaw-dropping', 'count': 22}, {'id': 3, 'name': 'Courageous', 'count': 13}, {'id': 7, 'name': 'Funny', 'count': 11}]","['Europe', 'TED Fellows', 'ancient world', 'anthropology', 'art', 'communication', 'history', 'humanity', 'invention', 'language', 'science', 'science and art', 'visualizations', 'writing']",Why are these 32 symbols found in ancient caves all over Europe?,3436514
63,723,39,Ann Morgan: My year reading a book from every country in the world,"[{'id': 8, 'name': 'Informative', 'count': 212}, {'id': 10, 'name': 'Inspiring', 'count': 548}, {'id': 24, 'name': 'Persuasive', 'count': 122}, {'id': 1, 'name': 'Beautiful', 'count': 178}, {'id': 22, 'name': 'Fascinating', 'count': 234}, {'id': 2, 'name': 'Confusing', 'count': 11}, {'id': 21, 'name': 'Unconvincing', 'count': 5}, {'id': 26, 'name': 'Obnoxious', 'count': 16}, {'id': 25, 'name': 'OK', 'count': 71}, {'id': 3, 'name': 'Courageous', 'count': 37}, {'id': 9, 'name': 'Ingenious', 'count': 66}, {'id': 11, 'name': 'Longwinded', 'count': 18}, {'id': 7, 'name': 'Funny', 'count': 26}, {'id': 23, 'name': 'Jaw-dropping', 'count': 12}]","['books', 'goal-setting', 'library', 'literature', 'personal growth', 'writing']",My year reading a book from every country in the world,1446267
160,631,35,Regina Hartley: Why the best hire might not have the perfect resume,"[{'id': 10, 'name': 'Inspiring', 'count': 2036}, {'id': 24, 'name': 'Persuasive', 'count': 634}, {'id': 7, 'name': 'Funny', 'count': 240}, {'id': 25, 'name': 'OK', 'count': 135}, {'id': 8, 'name': 'Informative', 'count': 598}, {'id': 9, 'name': 'Ingenious', 'count': 96}, {'id': 22, 'name': 'Fascinating', 'count': 297}, {'id': 3, 'name': 'Courageous', 'count': 262}, {'id': 1, 'name': 'Beautiful', 'count': 168}, {'id': 23, 'name': 'Jaw-dropping', 'count': 35}, {'id': 26, 'name': 'Obnoxious', 'count': 15}, {'id': 11, 'name': 'Longwinded', 'count': 19}, {'id': 21, 'name': 'Unconvincing', 'count': 49}, {'id': 2, 'name': 'Confusing', 'count': 21}]","['business', 'decision-making', 'entrepreneur', 'failure', 'goal-setting', 'leadership', 'mental health', 'personal growth', 'productivity', 'success', 'women in business', 'work']",Why the best hire might not have the perfect resume,3185521
37,951,33,"Marina Abramović: An art made of trust, vulnerability and connection","[{'id': 1, 'name': 'Beautiful', 'count': 316}, {'id': 3, 'name': 'Courageous', 'count': 149}, {'id': 10, 'name': 'Inspiring', 'count': 358}, {'id': 22, 'name': 'Fascinating', 'count': 185}, {'id': 11, 'name': 'Longwinded', 'count': 10}, {'id': 25, 'name': 'OK', 'count': 30}, {'id': 26, 'name': 'Obnoxious', 'count': 15}, {'id': 24, 'name': 'Persuasive', 'count': 23}, {'id': 2, 'name': 'Confusing', 'count': 27}, {'id': 21, 'name': 'Unconvincing', 'count': 11}, {'id': 23, 'name': 'Jaw-dropping', 'count': 34}, {'id': 7, 'name': 'Funny', 'count': 8}, {'id': 8, 'name': 'Informative', 'count': 38}, {'id': 9, 'name': 'Ingenious', 'count': 38}]","['art', 'collaboration', 'communication', 'energy', 'fear', 'identity', 'performance art', 'self', 'society', 'vulnerability']","An art made of trust, vulnerability and connection",1626686
21,826,27,Kristen Marhaver: How we're growing baby corals to rebuild reefs,"[{'id': 1, 'name': 'Beautiful', 'count': 193}, {'id': 8, 'name': 'Informative', 'count': 233}, {'id': 10, 'name': 'Inspiring', 'count': 229}, {'id': 3, 'name': 'Courageous', 'count': 29}, {'id': 22, 'name': 'Fascinating', 'count': 168}, {'id': 25, 'name': 'OK', 'count': 12}, {'id': 24, 'name': 'Persuasive', 'count': 78}, {'id': 23, 'name': 'Jaw-dropping', 'count': 19}, {'id': 7, 'name': 'Funny', 'count': 5}, {'id': 9, 'name': 'Ingenious', 'count': 16}, {'id': 2, 'name': 'Confusing', 'count': 0}, {'id': 11, 'name': 'Longwinded', 'count': 0}, {'id': 21, 'name': 'Unconvincing', 'count': 0}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]","['TED Fellows', 'animals', 'biology', 'climate change', 'environment', 'exoskeleton', 'microbiology', 'mission blue', 'nature', 'oceans', 'pollution', 'science', 'water']",How we're growing baby corals to rebuild reefs,729236
219,945,25,Jessica Shortall: The US needs paid family leave -- for the sake of its future,"[{'id': 3, 'name': 'Courageous', 'count': 241}, {'id': 8, 'name': 'Informative', 'count': 275}, {'id': 24, 'name': 'Persuasive', 'count': 239}, {'id': 10, 'name': 'Inspiring', 'count': 180}, {'id': 22, 'name': 'Fascinating', 'count': 43}, {'id': 23, 'name': 'Jaw-dropping', 'count': 58}, {'id': 21, 'name': 'Unconvincing', 'count': 29}, {'id': 9, 'name': 'Ingenious', 'count': 12}, {'id': 25, 'name': 'OK', 'count': 37}, {'id': 1, 'name': 'Beautiful', 'count': 30}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 11, 'name': 'Longwinded', 'count': 4}, {'id': 7, 'name': 'Funny', 'count': 15}, {'id': 26, 'name': 'Obnoxious', 'count': 2}]","['TEDx', 'activism', 'big problems', 'economics', 'family', 'future', 'government', 'health', 'health care', 'humanity', 'parenting', 'social change', 'society', 'women', 'women in business', 'work']",The US needs paid family leave -- for the sake of its future,1392660
46,569,36,Chieko Asakawa: How new technology helps blind people explore the world,"[{'id': 3, 'name': 'Courageous', 'count': 143}, {'id': 10, 'name': 'Inspiring', 'count': 238}, {'id': 9, 'name': 'Ingenious', 'count': 68}, {'id': 22, 'name': 'Fascinating', 'count': 89}, {'id': 1, 'name': 'Beautiful', 'count': 55}, {'id': 7, 'name': 'Funny', 'count': 26}, {'id': 8, 'name': 'Informative', 'count': 76}, {'id': 23, 'name': 'Jaw-dropping', 'count': 9}, {'id': 26, 'name': 'Obnoxious', 'count': 6}, {'id': 24, 'name': 'Persuasive', 'count': 9}, {'id': 25, 'name': 'OK', 'count': 34}, {'id': 11, 'name': 'Longwinded', 'count': 9}, {'id': 21, 'name': 'Unconvincing', 'count': 2}, {'id': 2, 'name': 'Confusing', 'count': 4}]","['AI', 'Blindness', 'communication', 'data', 'demo', 'future', 'innovation', 'interface design', 'invention', 'open-source', 'sight', 'technology']",How new technology helps blind people explore the world,1201029
36,1150,18,Guillaume Néry: The exhilarating peace of freediving,"[{'id': 8, 'name': 'Informative', 'count': 121}, {'id': 10, 'name': 'Inspiring', 'count': 220}, {'id': 22, 'name': 'Fascinating', 'count': 261}, {'id': 23, 'name': 'Jaw-dropping', 'count': 78}, {'id': 1, 'name': 'Beautiful', 'count': 195}, {'id': 3, 'name': 'Courageous', 'count': 84}, {'id': 9, 'name': 'Ingenious', 'count': 9}, {'id': 25, 'name': 'OK', 'count': 46}, {'id': 7, 'name': 'Funny', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 6}, {'id': 11, 'name': 'Longwinded', 'count': 6}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 24, 'name': 'Persuasive', 'count': 11}, {'id': 21, 'name': 'Unconvincing', 'count': 2}]","['TEDx', 'adventure', 'consciousness', 'exploration', 'extreme sports', 'meditation', 'mind', 'mindfulness', 'oceans', 'peace']",The exhilarating peace of freediving,857839
